"DISE id","School Name","Management","Medium of Instruction","Category","Sex","Cluster","Block","District","School Type","Assembly","Parliament","Pincode","Address","Landmark","Bus Number","Coordinates","BEO Name","BEO Contact","BEO Mobile","BEO Email","DDPI Name","DDPI Juristiction","DDPI Contact 1","DDPI Contact 2","DDPI Mobile","DDPI Email"
"32463","GULPS GHAFFUR KHAN LAYOUT","ed","urdu","Lower Primary","co-ed","konanakunte","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560078","ghafur khan layout banashankari road, bangalore","ghafoor khan layout","","POINT(77.5891828536987 12.9032620203691)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32011","GKLPS MYLASANDRA","ed","kannada","Lower Primary","co-ed","begur","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Mylasandra Main Road,Begur Post,Begur Hobli, Mylasandra","Behind Mylasandra Bus Stop","344A","POINT(77.62059 12.8515)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32010","GKLPS CHIKKABEGUR","ed","kannada","Lower Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Begur Post,Begur Hobli, Chikka Begur","Near Chikka Begur Bus Stop","347C","POINT(77.63416 12.88015)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32143","GKHPS 4TH T BLOCK JAYANAGAR","ed","kannada","Upper Primary","co-ed","byarsandra","south-3","bangalore u south","primary","Jayanagar","Bangalore South","560041",", bangalore","opp jai bharath tent","","POINT(77.5932168960571 12.9189065741804)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33093","GKLPS BASAVANAPURA","ed","kannada","Lower Primary","co-ed","begur","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Basavanpura Gottigere Post, Basavanpura","Water Tank (Hunuse Mara)","365","POINT(77.5944 12.8452)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32017","GUHPS SUBHASHNAGAR","ed","urdu","Upper Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Begur Post,Begur Hobli, Buubhash Nagar A Block","Near Buubhash Nagar A Block Bus Stop","247M","POINT(77.63914 12.87324)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32005","GKHPS AREKERE","ed","kannada","Upper Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Arekere Village, Bannerghatta Road","Diagonal Anjaneya Temple","394, 396, 364 H","POINT(77.60273 12.88744)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32014","GKHPS VENUGOPALNAGAR","ed","kannada","Upper Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Venugopal Nagar, Hulimavu, Bangalore, Venugopal Nagar","Near Hulimavu Lake","","POINT(77.59959 12.87219)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32357","GULPS MADEENA NAGAR","ed","kannada","Lower Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560076","16th Main Road, 21st Cross, B.T.M.Layout 2nd Stage, Bangalore, B.T.M.Layout","Next B.T.M.Layout Tahira Garment","0","POINT(77.60968 12.9061)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32012","GKLPS NYANAPPANAHALLI","ed","kannada","Lower Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Nyanappana Halli Road, Government School Road, Nyanappana Halli","Near Nyanappana Halli Bus Stop","364A","POINT(77.61575 12.87864)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32263","GKMPS NEELASANDRA","ed","kannada","Model Primary","co-ed","ejipura","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560047","Vevek Nagar Post,Neela Sandra Main Road,BDA Main Road, Neeela Sandra","Near Neeela Sandra Bus Stop","140143","POINT(77.61221 12.95775)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32352","GKLPS TIPPASANDRA","ed","kannada","Lower Primary","co-ed","gottigere","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","560062","Kanakapura Main Road, Talaghattapura Post, Uttarahalli Hobli, Bangalore South, Tippasandra","Near Big Water Tank Narayananagar","215 X","POINT(77.55443 12.87393)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33128","GKLPS ASHOKNAGAR","ed","kannada","Lower Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560008","johnson market ashok nagar, bangalore","near m.g.road","","POINT(77.6190948486328 12.971229225731)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33130","GTEHPS ASHOKNAGAR","ed","kannada","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560001","Anthony Nicholas Street, Ashok Nagar","Near Garuda Mall Bus Stop","141,144E","POINT(77.61013 12.96843)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32264","GTEHPS VIVEKNAGARA","ed","telugu","Upper Primary","co-ed","ejipura","south-3","bangalore u south","primary","K.R. Pura","Bangalore Central","560007","1ST Cross,1st main Road,Vivek Nagar Post, Vivek Nagar","Near Vannarpet Bus Stop","201,G3","POINT(77.62096 12.95506)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33101","GKHPS KENDRAKARAGRAHA","ed","kannada","Upper Primary","co-ed","singasandra","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","562107","Electronic City Post, Begur Hobli, S-3, Parapana Agrahara","Near Central Jail Bus Stop","347","POINT(77.66751 12.88133)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33132","GTLPS JOGUPALYA","ed","tamil","Lower Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560008","Jogupalya Main Road, Halasur, Jogupalya","Opposite Mahanagara Palike Boys High School","201, 311, 314, 317","POINT(77.63039 12.97211)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32139","GUHPS NEW GURAPPANAPALYA","ed","urdu","Upper Primary","co-ed","byarsandra","south-3","bangalore u south","primary","Jayanagar","Bangalore South","560029","6th Cross, Madras - E - Munawara, Bannerghatta Road, New Gurappana Palya","Ground Floor Bharath Furniture","","POINT(77.60393 12.92381)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33112","GKHPS LALBAGH SIDDAPURA","ed","kannada","Upper Primary","co-ed","lalbagh siddapura","south-3","bangalore u south","primary","Chickpet","Bangalore South","560011","J.C.Colony, 1st Block, Jayanagar, Lalbagh South Gate, Bangalore, Lalbagh Siddapura","Near Lalbagh South Gate","0","POINT(77.58835 12.9455)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32556","GKMPS MARAPPA ADUGODI","ed","kannada","Model Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560030","M.A.R.P Lane, Adugodi Quarters, Bangalore, Adugodi","Near Adugodi Police Quarters","171","POINT(77.61202 12.94089)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32353","GKLPS TULASIPURA","ed","kannada","Lower Primary","co-ed","gottigere","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Anjanapura Panchayath, Uttarahalli Hobli, Bangalore South, Tulasipura","Near Tulasipura Kere","215 T","POINT(77.55786 12.84496)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33135","GUHPS JOGUPALYA","ed","urdu","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560008","Jogupalya Main Road, Halasur, Jogupalya","Opposite Mahanagara Palike Boys High School","201, 311, 314, 317","POINT(77.63037 12.97219)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32266","GTLPS LR NAGARA","ed","tamil","Lower Primary","co-ed","ejipura","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560030","1st Main Road,Koramangala Huts,Vivek Nagar Post, L R Nagar","Near Pass Port Bus Stop","201,G3","POINT(77.61544 12.95063)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33127","GKHPS YELLAGONDANAPALYA","ed","kannada","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560047","Vivek Nagar Post,15th Cross Victory Layout, Yella Gudda Palya","Near Austin Town Bus Stop","140143","POINT(77.6161 12.96398)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33099","GKHPS DODDATOGURU","ed","kannada","Upper Primary","co-ed","singasandra","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","560100","Electronic City Post, S-3, Doddathoguru","Near Velangani Bus Stop","G4, Big 10, 346 T","POINT(77.6561 12.85167)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32265","GTHPS VIVEKNAGARA","ed","tamil","Upper Primary","co-ed","ejipura","south-3","bangalore u south","primary","K.R. Pura","Bangalore Central","560007","1ST Cross,1st main Road,Vivek Nagar Post, Vivek Nagar","Near Vannarpet Bus Stop","201,G3","POINT(77.62105 12.95507)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33119","GTHPS PUDUPURACHARYA","ed","tamil","Upper Primary","co-ed","lalbagh siddapura","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560027","Long Fort Cross Road, Shanthi Nagar, Nanjappa Circle, Bangalore, Puduparacherry","Near Shanthi Nagar Bus Stop","","POINT(77.6011 12.95891)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33102","GKHPS KONAPPANA AGRAHARA","ed","kannada","Upper Primary","co-ed","singasandra","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","560100","Electronic City Post, S-3, Konapana Agrahara","Opposite Konapana Agrahara Bus Stop","340, 347, 360, 365","POINT(77.66451 12.85511)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32145","GKHPS LAKKASANDRA","ed","kannada","Upper Primary","co-ed","byarsandra","south-3","bangalore u south","primary","Chickpet","Bangalore South","560027","3rd Main Road, 3rd Cross, Lakkasandra, Adugodi Post, Bangalore, Lakkasandra","Near Lakkasandra Bus Stop","500, 501, 171, 347","POINT(77.60014 12.94351)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33134","GUHPS ASHOKNAGAR","ed","urdu","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560001","6th Street, Makhan Road, Sholay Ashok Nagar","Near Garuda Mall Bus Stop","144","POINT(77.61001 12.96889)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32348","GKMPS ANJANAPURA","ed","kannada","Model Primary","co-ed","gottigere","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","560062","Amruthnagar Main Road, Anjanapura Post, Uttarahalli Hobli, Bangalore South, Anjanapura","Opposite Gangamma Temple","215, 215 D","POINT(77.56416 12.86215)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33137","GUMPS YELLAGONDANAPALYA","ed","urdu","Model Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560047","Liden Street,Vivek Nagar Post, Y G Palya","Yela Gonda Palya","140, 143","POINT(77.6162 12.96399)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33110","GUMPS TILAKNAGAR","ed","kannada","Model Primary","co-ed","yadiyur","south-3","bangalore u south","primary","Jayanagar","Bangalore South","560041","31st Cross, 26th Main Road, Jayanagar, Tilak Nagar","Near Tilak Nagar Bus Stop","0","POINT(77.59375 12.92739)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32350","GKHPS KEMBATHALLI","ed","kannada","Upper Primary","co-ed","gottigere","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","560062","Bannerghatta Road, Gottigere Post, Bangalore South 3, Kembattahalli","Infront Topamma Temple","367 B","POINT(77.57715 12.85729)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32555","GKMPS MADIVALA","ed","kannada","Model Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560034","Hosur Main Road, Bangalore, Madiwala","Near Madiwala Bus Stop","0","POINT(77.62081 12.92154)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32268","GUMPS NEELASANDRA","ed","urdu","Model Primary","co-ed","ejipura","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560047","Vevek Nagar Post,Neela Sandra Main Road,BDA Main Road, Neeela Sandra","Near Neeela Sandra Bus Stop","140143","POINT(77.61225 12.95769)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32260","GKLPS GOUTAMPURA","ed","kannada","Lower Primary","co-ed","ejipura","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560008","Ulsoor Post, Bangalore, Gowthmpura","Near Lido Bus Stop","0","POINT(77.62 12.97)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32561","GULPS ADUGODI","ed","urdu","Lower Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560030","2nd Main Road, 3rd E Cross, Nanjappa Layout, Bangalore, Adugodi","Opposite S.N.High School","360","POINT(77.6076 12.93916)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33125","GKHPS DOOPANAHALLI","ed","kannada","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560008","Rama Temple,13th Main Road,H A L 2nd Stage,Bangalore, Doopanahalli","Compound Inside B B M P office","132201","POINT(77.63918 12.96724)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32552","GMHPS MUNICHINNAPPA ADUGODI","ed","kannada","Model Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560030","New Mico Road, 2nd Main Road, Bangalore, Adugodi","Behind Adugodi Bus Stop","171","POINT(77.60685 12.94397)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33124","GKHPS APPAREDDY PALYA","ed","kannada","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","C.V. Raman Nagar","Bangalore Central","560038","Indiranagar Post,Bangalore, Appareddypalya","Near Dharmaraya Swamy & Temple  Near Ganapathi Temole","132201","POINT(77.63759 12.97404)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32554","GKMPS KORAMANGALA","ed","kannada","Model Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560095","Laxmi Temple Roadm Koramangala 8th Block,Nanjappa Reddy Layout, Koramangala","Near Shiva Theatre","201,G3","POINT(77.61893 12.94359)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32458","GKLPS SARAKKI AGRAHARA","ed","kannada","Lower Primary","co-ed","konanakunte","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560078","jp nagar 1st phase , bangalore","anjaneya temple","","POINT(77.5917148590088 12.9036385050857)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32142","GUMPS OLD GURAPPANAPALYA","ed","urdu","Model Primary","co-ed","byarsandra","south-3","bangalore u south","primary","Jayanagar","Bangalore South","560029","2nd Main Road, Maruthi Layout, BTM Layout 1st Stage, Madarsab Layout, BTM Layout","Near Uviversal Medical And General Store","","POINT(77.60575 12.92208)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32140","GULPS MEENA MASJID","ed","urdu","Lower Primary","co-ed","byarsandra","south-3","bangalore u south","primary","Jayanagar","Bangalore South","560081","7th A Main Road, BTM Layout 1st Stage, BTM Layout","Beside Masjid - E Meena","25, 26, 27, 60E, 201","POINT(77.60202 12.91962)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32558","GKMPS VENKATAPURA","ed","kannada","Model Primary","co-ed","madivala","south-3","bangalore u south","primary","B.T.M. Layout","Bangalore South","560068","1st Main Road, 8th Cross, Venkatapura Circle, Koramangala 1st Block, Bangalore, Venkatapura","Near Jakkasandra Bus Stop","G3, 171, K3","POINT(77.63382 12.92068)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33094","GKLPS DODDAKAMMANAHALLI","ed","kannada","Lower Primary","co-ed","begur","south-3","bangalore u south","primary","Bangalore South","Bangalore Rural","560068","Doddakammana Halli, Gottigere Post, Bannergatta Road, Doddakammana Halli","Near Doddakammana Halli Bus Stop","369E","POINT(77.59959 12.85848)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32267","GTMPS AUSTIN TOWN","ed","tamil","Model Primary","co-ed","ejipura","south-3","bangalore u south","primary","Shanti Nagar","Bangalore Central","560047","O.R.C Road,Viaek Nagar Post, Austin Town","Behind Austin Town Bus Stop","140143","POINT(77.61589 12.96121)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"36950","GKLPS BASAPURA","ed","kannada","Lower Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Basapura","Temple","943","POINT(77.6494137 12.8675404)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"37029","ST TERESA HS","ed","kannada","Upper Primary","co-ed","begur","south-3","bangalore u south","primary","Bommanahalli","Bangalore South","560068","Beguru","Church","579","POINT(77.6246548 12.8725846)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"37076","SAHAKARI VIYA KENDRA HS","ed","kannada","Upper Primary","co-ed","byarsandra","south-3","bangalore u south","primary","Jayanagar","Bangalore South","560011","Byarasandta,jayanagar 9th Block","Sri Sai Travels","9u","POINT(77.5924057 12.9330164)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"37043","Bangalore Montessry Hps","p-ua","kannada","Upper Primary","co-ed","domlur","south-3","bangalore u south","primary","K.R. Pura","Bangalore Central","560071","Dommalur","Top In Town Hotel","201","POINT(77.637537 12.9556026)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"36954","Gangamma Hombegowda Girls High School","p-a","kannada","Upper Primary","girls","lalbagh siddapura","south-3","bangalore u south","primary","Chickpet","Bangalore South","560027","Lalbagh Sidapura","Hdfc Bank","13","POINT(77.5966188 12.9476241)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"36955","Hombe Gowda Boys High School","p-a","kannada","Upper Primary","boys","lalbagh siddapura","south-3","bangalore u south","primary","Chickpet","Bangalore South","560027","Lalbagh Sidapura Blore","Hdfc Bank","13","POINT(77.5966209 12.9476147)","Rameshaiah K L","080-26680761","9480695027","beo3-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
